entry_time,exit_time,side,entry_price,exit_price,qty,bars_held,exit_reason,pnl_ticks,gross_pnl_usd,costs_usd,net_pnl_usd
2025-04-17 13:39:00+00:00,2025-04-17 13:42:00+00:00,long,18450.25,18450.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-17 18:24:00+00:00,2025-04-17 18:27:00+00:00,short,18491.5,18491.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-17 18:45:00+00:00,2025-04-17 18:48:00+00:00,short,18472.5,18472.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-22 19:42:00+00:00,2025-04-22 19:45:00+00:00,long,18324.5,18324.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-23 15:54:00+00:00,2025-04-23 15:57:00+00:00,long,18877.0,18876.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-23 16:27:00+00:00,2025-04-23 16:30:00+00:00,long,18836.5,18836.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-23 17:42:00+00:00,2025-04-23 17:45:00+00:00,long,18898.0,18887.75,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-23 18:30:00+00:00,2025-04-23 18:33:00+00:00,long,18909.25,18899.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-23 18:54:00+00:00,2025-04-23 18:57:00+00:00,long,18902.5,18892.25,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-23 19:48:00+00:00,2025-04-23 19:51:00+00:00,long,18824.5,18824.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-24 14:09:00+00:00,2025-04-24 14:12:00+00:00,short,19062.0,19062.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-24 14:42:00+00:00,2025-04-24 14:45:00+00:00,short,19122.0,19122.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-24 15:57:00+00:00,2025-04-24 16:00:00+00:00,short,19162.5,19162.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-24 17:00:00+00:00,2025-04-24 17:03:00+00:00,short,19244.75,19255.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-24 17:18:00+00:00,2025-04-24 17:21:00+00:00,short,19208.75,19219.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-24 18:15:00+00:00,2025-04-24 18:18:00+00:00,short,19260.75,19271.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-28 15:30:00+00:00,2025-04-28 15:33:00+00:00,long,19348.5,19338.25,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-28 17:42:00+00:00,2025-04-28 17:45:00+00:00,long,19323.25,19323.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-29 15:03:00+00:00,2025-04-29 15:06:00+00:00,short,19567.0,19577.25,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-29 15:30:00+00:00,2025-04-29 15:33:00+00:00,short,19528.25,19528.5,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-29 16:18:00+00:00,2025-04-29 16:21:00+00:00,short,19560.25,19560.5,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-29 16:36:00+00:00,2025-04-29 16:39:00+00:00,short,19549.75,19560.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-29 18:18:00+00:00,2025-04-29 18:21:00+00:00,short,19650.75,19651.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-29 19:15:00+00:00,2025-04-29 19:18:00+00:00,short,19637.75,19648.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-30 16:30:00+00:00,2025-04-30 16:33:00+00:00,short,19367.0,19377.25,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-30 17:06:00+00:00,2025-04-30 17:09:00+00:00,short,19389.5,19389.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-30 17:39:00+00:00,2025-04-30 17:42:00+00:00,short,19488.75,19499.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-04-30 18:00:00+00:00,2025-04-30 18:03:00+00:00,short,19471.75,19472.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-04-30 18:27:00+00:00,2025-04-30 18:30:00+00:00,short,19494.5,19494.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-05 13:39:00+00:00,2025-05-05 13:42:00+00:00,short,19997.75,19998.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-05 14:21:00+00:00,2025-05-05 14:24:00+00:00,short,20051.25,20061.5,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-05-05 16:30:00+00:00,2025-05-05 16:36:00+00:00,short,20117.75,20128.0,1,2,stop,-41.0,-205.0,4.5,-209.5
2025-05-05 17:00:00+00:00,2025-05-05 17:09:00+00:00,short,20125.5,20135.75,1,3,stop,-41.0,-205.0,4.5,-209.5
2025-05-05 18:54:00+00:00,2025-05-05 18:57:00+00:00,short,20163.0,20163.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-08 13:54:00+00:00,2025-05-08 13:57:00+00:00,long,20106.75,20106.5,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-12 13:48:00+00:00,2025-05-12 13:51:00+00:00,long,20800.75,20800.5,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-14 17:27:00+00:00,2025-05-14 17:30:00+00:00,long,21315.25,21315.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-15 13:36:00+00:00,2025-05-15 13:39:00+00:00,short,21306.75,21307.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-15 14:09:00+00:00,2025-05-15 14:12:00+00:00,short,21294.75,21295.0,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-15 15:24:00+00:00,2025-05-15 15:27:00+00:00,short,21382.5,21392.75,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-05-15 17:30:00+00:00,2025-05-15 17:33:00+00:00,short,21500.5,21500.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-15 17:54:00+00:00,2025-05-15 17:57:00+00:00,short,21475.25,21475.5,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-15 18:12:00+00:00,2025-05-15 18:15:00+00:00,short,21420.5,21420.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-16 14:18:00+00:00,2025-05-16 14:21:00+00:00,long,21445.0,21434.75,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-05-16 14:48:00+00:00,2025-05-16 14:51:00+00:00,long,21388.5,21378.25,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-05-19 14:48:00+00:00,2025-05-19 14:51:00+00:00,short,21402.0,21402.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-20 17:18:00+00:00,2025-05-20 17:21:00+00:00,short,21453.25,21453.5,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-20 17:48:00+00:00,2025-05-20 17:51:00+00:00,short,21417.75,21428.0,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-05-21 19:12:00+00:00,2025-05-21 19:15:00+00:00,long,21143.5,21133.25,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-05-21 19:30:00+00:00,2025-05-21 19:33:00+00:00,long,21136.0,21135.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-28 16:00:00+00:00,2025-05-28 16:03:00+00:00,long,21459.5,21459.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-28 16:36:00+00:00,2025-05-28 16:45:00+00:00,long,21475.25,21465.0,1,3,stop,-41.0,-205.0,4.5,-209.5
2025-05-28 17:00:00+00:00,2025-05-28 17:03:00+00:00,long,21473.0,21472.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-29 13:51:00+00:00,2025-05-29 13:54:00+00:00,long,21542.75,21542.5,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-29 16:03:00+00:00,2025-05-29 16:06:00+00:00,long,21359.5,21359.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-05-29 16:57:00+00:00,2025-05-29 17:00:00+00:00,long,21456.0,21455.75,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-06-03 14:06:00+00:00,2025-06-03 14:09:00+00:00,short,21574.0,21584.25,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-06-03 15:06:00+00:00,2025-06-03 15:09:00+00:00,short,21655.5,21665.75,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-06-03 15:48:00+00:00,2025-06-03 15:54:00+00:00,short,21662.25,21672.5,1,2,stop,-41.0,-205.0,4.5,-209.5
2025-06-03 16:21:00+00:00,2025-06-03 16:27:00+00:00,short,21697.75,21708.0,1,2,stop,-41.0,-205.0,4.5,-209.5
2025-06-03 17:30:00+00:00,2025-06-03 17:33:00+00:00,short,21743.0,21743.25,1,1,stop,-1.0,-5.0,4.5,-9.5
2025-06-03 17:48:00+00:00,2025-06-03 17:51:00+00:00,short,21721.5,21731.75,1,1,stop,-41.0,-205.0,4.5,-209.5
2025-06-09 19:48:00+00:00,2025-06-09 19:51:00+00:00,long,21845.25,21845.0,1,1,stop,-1.0,-5.0,4.5,-9.5
